Ticker,Type,Trades,Win Rate %,Avg Return %,Compounded Return,Backtest Status
VUAA.MI,etf,12,75.0,6.595762980525741,1.0892651611952004,OK
XMEU.DE,etf,51,78.43137254901961,4.33984711837192,7.139680036009187,OK
IQQY.DE,etf,56,78.57142857142857,3.7204502435287585,6.218633249731592,OK
0B2.F,stock,21,71.42857142857143,13.254253440054097,10.393956711732049,OK
SCR.PA,stock,60,76.66666666666667,6.360453549939157,29.912223502315072,OK
AKE.PA,stock,39,69.23076923076923,8.49622768565734,16.897747058510095,OK
DWS.DE,stock,19,84.21052631578947,11.733487013807837,6.557590422108091,OK
MSFT,stock,41,70.73170731707317,10.017099429582824,34.85273783985688,OK
DTE.DE,stock,57,68.42105263157895,5.702728691512504,18.062933509933266,OK
XYZ,stock,26,76.92307692307693,20.155509250315887,74.56603966763569,OK
AAPL,stock,40,77.5,14.22897344758349,127.39572629391154,OK
NVDA,stock,35,85.71428571428571,24.769560512618035,942.7555937367772,OK
AMD,stock,41,70.73170731707317,29.85617758514212,4793.5974944501895,OK
PRY.MI,stock,53,69.81132075471697,9.626707092927072,80.06656021117291,OK
KO,stock,46,73.91304347826086,4.343108364502049,5.600626142701591,OK
TEP.PA,stock,34,64.70588235294117,8.762498129416905,11.192313280169055,OK
CAP.PA,stock,42,71.42857142857143,6.984141324324017,12.516882577350643,OK
DSY.PA,stock,48,81.25,7.241334443444981,23.347734400670575,OK
SAN.PA,stock,47,76.59574468085107,4.210676614885249,5.4473345668801025,OK
MC.PA,stock,62,70.96774193548387,7.044804977728413,53.42951734849272,OK
SGO.PA,stock,50,62.0,5.743449301616799,11.058045686750086,OK
RI.PA,stock,65,72.3076923076923,4.146780475346411,11.664466607107686,OK
MUV2.DE,stock,36,72.22222222222221,8.159401721317728,12.969263219249429,OK
FME.DE,stock,38,68.42105263157895,4.877857037422166,4.305311772997792,OK
FRA.DE,stock,40,67.5,4.151294439026846,3.58861172307231,OK
HEN3.DE,stock,50,66.0,5.012916997488367,8.61794400939529,OK
MRK.DE,stock,40,72.5,7.883519350974185,16.262227999864386,OK
HNR1.DE,stock,46,73.91304347826086,7.976393765356165,25.410376332973517,OK
SAP.DE,stock,58,65.51724137931035,6.868043807138442,37.03223342967428,OK
SHL.DE,stock,22,59.09090909090909,3.084592430253618,0.8435353086405657,OK
REY.MI,stock,32,53.125,16.1524293788623,53.24054403415897,OK
AMP.MI,stock,36,75.0,10.345968895217597,24.092748633065927,OK
PIRC.MI,stock,19,73.68421052631578,6.355304424458677,2.0238865369699037,OK
NEXI.MI,stock,23,65.21739130434783,4.308113242963396,1.476214707075291,OK
BRE.MI,stock,46,67.3913043478261,8.650258286742645,30.531858269815032,OK
IP.MI,stock,49,75.51020408163265,9.449258621588669,60.02942087786362,OK
DLG.MI,stock,40,52.5,9.730763357441433,23.6296926024041,OK
MEL.MC,stock,41,68.29268292682927,9.510154974832489,26.003859163955802,OK
AMS.MC,stock,39,76.92307692307693,6.3057966245057955,8.321621883983111,OK
MAP.MC,stock,59,71.1864406779661,5.666775017278528,19.83139243793005,OK
PUIG.MC,stock,2,100.0,9.044963544765471,0.1890589103030098,OK
REP.MC,stock,44,61.36363636363637,8.643600078646951,22.281037191694047,OK
TEF.MC,stock,48,60.416666666666664,4.197768238955564,5.183349517326167,OK
FDR.MC,stock,36,72.22222222222221,13.429146976423416,55.748432005194076,OK
HYQ.DE,stock,45,62.22222222222222,17.40532033425026,482.34243144067125,OK
1ZAL.MI,stock,3,100.0,5.492132416167418,0.17272276139480125,OK
BRBY.L,stock,61,67.21311475409836,6.781261797411983,36.79820111610096,OK
MONY.L,stock,52,59.61538461538461,5.45245541524669,12.438982170496057,OK
SPI.L,stock,32,46.875,3.583273991289129,1.123204416550096,OK
OXIG.L,stock,41,68.29268292682927,10.75186413444171,43.80897964860881,OK
CTEC.L,stock,20,90.0,8.619319598786587,3.2100104342048175,OK
HTWS.L,stock,16,75.0,9.863895058877302,2.727630496136081,OK
SSPG.L,stock,39,76.92307692307693,8.13614449803519,14.346002648341711,OK
NXT.L,stock,44,68.18181818181817,8.465845642699561,24.776247003143073,OK
BPCR.L,stock,19,57.89473684210527,1.2135357109803249,0.24749868250540907,OK
IHG.L,stock,61,73.77049180327869,6.623033097948018,38.76208074741334,OK
EMG.L,stock,39,76.92307692307693,10.324091255166014,31.25204393389388,OK
FISV,stock,54,79.62962962962963,6.533868228742183,25.546425245901485,OK
ADBE,stock,41,75.60975609756098,7.810322422110468,15.812523709362306,OK
WDAY,stock,32,65.625,10.575665190888948,17.31101665999806,OK
CRM,stock,51,70.58823529411765,7.9460004848657455,33.32889620704026,OK
INTU,stock,33,72.72727272727273,11.610048532852844,27.506735452221097,OK
NKE,stock,40,77.5,7.291202226696704,12.584540181357854,OK
QCOM,stock,41,73.17073170731707,10.853056734779372,45.654666509478325,OK
ORCL,stock,42,71.42857142857143,8.455756325057601,18.121504740511835,OK
UPS,stock,42,83.33333333333334,6.514994940465825,11.202247506815793,OK
BKNG,stock,50,60.0,9.288545341405191,55.48417052085997,OK
WDH1.HA,stock,10,80.0,6.483780501139752,0.7879743650224491,OK
EVK.DE,stock,46,63.04347826086957,5.562000186419371,9.167785262413343,OK
